time,left_knee,right_knee,left_hip,right_hip,left_ankle,right_ankle
0.0,139.00584411621094,130.20086669921875,170.38563537597656,137.58265686035156,161.29983520507812,93.89796447753906
3.333240997229916e-05,138.5098114013672,130.37384033203125,170.4261016845703,137.48057556152344,161.27352905273438,93.28694152832031
6.666481994459833e-05,124.00270080566406,118.37993621826172,166.44105529785156,131.47259521484375,155.8198699951172,89.03679656982422
9.999722991689749e-05,110.5477066040039,112.10538482666016,163.3179168701172,131.3063507080078,158.6884307861328,82.7948226928711
0.00013332963988919665,91.9983901977539,106.26776123046875,146.7274627685547,131.3982696533203,159.16937255859375,83.22367858886719
0.00016666204986149583,88.4102783203125,111.20817565917969,140.82177734375,138.5110626220703,153.8179168701172,68.79283142089844
0.00019999445983379498,91.63113403320312,130.42979431152344,131.9136505126953,157.4212188720703,153.72166442871094,67.17964172363281
0.00023332686980609418,101.12129974365234,147.0638427734375,127.0136489868164,173.03248596191406,147.10755920410156,75.50860595703125
0.0002666592797783933,113.0372085571289,155.12728881835938,129.8059539794922,174.15518188476562,138.36143493652344,87.71720123291016
0.00029999168975069254,123.64875793457031,160.1255340576172,132.7136688232422,167.06056213378906,140.53555297851562,98.5759506225586
0.00033332409972299166,137.3146209716797,163.5545654296875,134.7378692626953,163.16775512695312,130.5330810546875,107.84049987792969
0.00036665650969529084,146.60263061523438,165.60963439941406,133.97802734375,162.1310577392578,122.43087005615234,109.9254150390625
0.00039998891966758996,157.94960021972656,166.374755859375,137.24942016601562,159.18551635742188,122.95954895019531,110.2261962890625
0.0004333213296398892,167.08645629882812,168.651123046875,142.8484344482422,154.73318481445312,121.59221649169922,113.62760162353516
0.00046665373961218837,166.1796875,169.34353637695312,146.19122314453125,153.15533447265625,120.32880401611328,109.3071517944336
0.0004999861495844875,159.8261260986328,164.05209350585938,147.08750915527344,157.6365966796875,124.98068237304688,114.36155700683594
0.0005333185595567866,150.86500549316406,149.09490966796875,146.06634521484375,163.47662353515625,126.3365478515625,129.1605682373047
0.0005666509695290858,145.64349365234375,125.71662902832031,147.9297332763672,166.4803009033203,130.09005737304688,131.6757049560547
0.0005999833795013851,146.6271514892578,106.9406967163086,154.18878173828125,163.24400329589844,133.61700439453125,136.62486267089844
0.0006333157894736842,150.3511505126953,91.72093200683594,157.1072998046875,150.8480224609375,130.64031982421875,134.5620880126953
0.0006666481994459833,151.54293823242188,88.55733489990234,160.81494140625,138.14248657226562,133.9824676513672,126.96321105957031
0.0006999806094182826,156.7433624267578,89.49520111083984,167.83465576171875,128.07229614257812,110.92601013183594,101.54767608642578
0.0007333130193905817,163.5037384033203,97.77039337158203,175.2976837158203,123.33680725097656,121.73456573486328,103.99287414550781
0.0007666454293628808,166.84695434570312,109.10073852539062,170.21713256835938,121.38845825195312,131.56358337402344,92.2009048461914
0.0007999778393351799,170.37225341796875,122.45930480957031,167.01710510253906,120.92185974121094,137.1552276611328,85.193603515625
0.0008333102493074793,162.79107666015625,133.64259338378906,167.05628967285156,121.35540771484375,146.32997131347656,88.91909790039062
0.0008666426592797784,156.8349151611328,141.6615447998047,167.92105102539062,123.40996551513672,135.1728057861328,93.76918029785156
0.0008999750692520775,150.90872192382812,148.90342712402344,169.02606201171875,127.87821197509766,142.13316345214844,99.09678649902344
0.0009333074792243767,146.73654174804688,156.16543579101562,169.81361389160156,137.60763549804688,153.69546508789062,97.61006927490234
0.0009666398891966759,140.09844970703125,150.4642791748047,168.9880828857422,141.19528198242188,149.3559112548828,93.12833404541016
0.000999972299168975,130.6884002685547,136.47506713867188,171.4331512451172,139.9183807373047,156.01611328125,89.36377716064453
0.0010333047091412742,114.58650207519531,128.65362548828125,162.22894287109375,136.4141387939453,158.28271484375,85.90127563476562
0.0010666371191135732,105.54852294921875,127.65454864501953,154.1204071044922,137.6517333984375,160.68881225585938,79.50614166259766
0.0010999695290858725,88.64453125,118.93097686767578,142.13916015625,137.67832946777344,151.2710418701172,74.46875762939453
0.0011333019390581717,95.51692962646484,132.41087341308594,136.8126678466797,149.8665771484375,154.1995086669922,70.9627456665039
0.001166634349030471,91.45632934570312,148.4464569091797,127.0888900756836,164.56065368652344,150.48214721679688,75.65620422363281
0.0011999667590027701,93.10933685302734,154.94613647460938,120.91416931152344,176.85775756835938,147.71861267089844,84.85710906982422
0.0012332991689750692,106.73290252685547,156.22146606445312,125.0071029663086,175.5318145751953,136.85862731933594,86.60089874267578
0.0012666315789473684,108.79338073730469,157.11569213867188,124.22174835205078,170.728271484375,133.4680938720703,94.31558227539062
0.0012999639889196674,116.2105941772461,158.13763427734375,124.9620361328125,166.87156677246094,127.74186706542969,100.51020812988281
0.0013332963988919666,124.38382720947266,157.3806610107422,125.56269073486328,162.54971313476562,125.92611694335938,111.56851196289062
0.0013666288088642659,128.23622131347656,157.98391723632812,123.82732391357422,161.4713134765625,122.25990295410156,109.07986450195312
0.001399961218836565,134.41075134277344,160.7816619873047,124.43721008300781,159.92918395996094,120.24612426757812,103.4438705444336
0.0014332936288088643,137.61927795410156,164.09617614746094,123.56072998046875,159.9925994873047,120.33692169189453,102.29794311523438
0.0014666260387811633,140.31640625,164.7010040283203,123.94063568115234,160.31198120117188,120.17164611816406,101.96620178222656
0.0014999584487534626,142.64315795898438,165.08396911621094,124.25865173339844,159.958740234375,116.50201416015625,97.1495361328125
0.0015332908587257616,143.66783142089844,164.04281616210938,124.51009368896484,157.39007568359375,117.19707489013672,94.5478515625
0.0015666232686980608,146.02908325195312,164.9486846923828,125.793212890625,156.83079528808594,119.0037612915039,97.7950210571289
